"","color","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"4649","white",7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,5
"1952","white",5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,6
"2401","white",6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5
"6134","white",6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,6
"4223","white",6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
"5517","white",6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,5
"1980","white",7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7
"2866","white",7.5,0.28,0.34,4.2,0.028,36,116,0.991,2.99,0.41,12.3,8
"2515","white",5.6,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5
"5741","white",6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6
"2029","white",7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5
"691","red",7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3
"1661","white",6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,6
"1468","red",6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,4
"3717","white",7.7,0.26,0.32,1.2,0.04,26,117,0.993,3.21,0.56,10.8,5
"1297","red",6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5
"1398","red",7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,5
"3477","white",8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,6
"4755","white",6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7
"3921","white",4.6,0.445,0,1.4,0.053,11,178,0.99426,3.79,0.55,10.2,5
"2127","white",6.1,0.28,0.22,1.8,0.034,32,116,0.9898,3.36,0.44,12.6,6
"1231","red",7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,6
"15","red",8.9,0.62,0.18,3.8,0.176,52,145,0.9986,3.16,0.88,9.2,5
"5254","white",6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,6
"4196","white",7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,5
"1257","red",7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,5
"6082","white",6.2,0.3,0.33,3.5,0.037,37,155,0.98987,3.18,0.37,12.4,6
"4654","white",5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,6
"2432","white",7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,8
"559","red",10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6
"3696","white",6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5
"4179","white",6.4,0.28,0.56,1.7,0.156,49,106,0.99354,3.1,0.37,9.2,6
"3183","white",6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,5
"2224","white",6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,5
"4034","white",8.3,0.28,0.27,17.5,0.045,48,253,1.00014,3.02,0.56,9.1,6
"3255","white",7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,5
"410","red",12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,4
"6229","white",5.6,0.24,0.34,2,0.041,14,73,0.98981,3.04,0.45,11.6,7
"348","red",13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,6
"4590","white",5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7
"1092","red",7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,6
"4315","white",7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,6
"4818","white",6.5,0.29,0.25,2.5,0.142,8,111,0.9927,3,0.44,9.9,4
"4675","white",6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,7
"1341","red",7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6
"1324","red",9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,7
"6292","white",6,0.36,0.32,1.1,0.053,26,173,0.99414,3.38,0.54,8.8,5
"914","red",9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,7
"3077","white",7.6,0.51,0.24,1.2,0.04,10,104,0.992,3.05,0.29,10.8,6
"4433","white",7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,7
"198","red",11.5,0.3,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1,6
"125","red",7.8,0.5,0.17,1.6,0.082,21,102,0.996,3.39,0.48,9.5,5
"4151","white",6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6
"5765","white",6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,7
"2047","white",6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
"347","red",6.6,0.815,0.02,2.7,0.072,17,34,0.9955,3.58,0.89,12.3,7
"4691","white",6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5,6
"5714","white",7.5,0.21,0.29,1.5,0.046,35,107,0.99123,3.15,0.45,11.3,6
"5116","white",7.2,0.33,0.34,2,0.044,61,171,0.98947,3.25,0.53,13.3,7
"1097","red",6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6
"3989","white",6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,8
"4128","white",6.4,0.16,0.37,1.5,0.037,27,109,0.99345,3.38,0.5,9.8,6
"5462","white",6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6
"1142","red",8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,6
"3031","white",6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5
"804","red",7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,6
"2978","white",6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,7
"3706","white",8.5,0.24,0.47,15.2,0.057,40,234,1.0005,3.02,0.66,9,5
"5486","white",6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6
"3937","white",6.5,0.28,0.35,9.8,0.067,61,180,0.9972,3.15,0.57,9,4
"1042","red",6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,6
"63","red",7.5,0.52,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5,7
"5033","white",6.2,0.255,0.27,1.3,0.037,30,86,0.98834,3.05,0.59,12.9,7
"1315","red",7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,6
"1067","red",6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,7
"77","red",8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,5
"6440","white",6.8,0.34,0.36,8.9,0.029,44,128,0.99318,3.28,0.35,11.95,7
"3217","white",6.2,0.2,0.49,1.6,0.065,17,143,0.9937,3.22,0.52,9.2,6
"4353","white",5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9,8
"3584","white",7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
"4306","white",7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6,6
"4844","white",6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,7
"6404","white",6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1,4
"4100","white",6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5
"2609","white",8.3,0.15,0.39,1.3,0.055,32,146,0.993,3.08,0.39,10.5,6
"3172","white",6.9,0.22,0.49,7,0.063,50,168,0.9957,3.54,0.5,10.3,6
"2544","white",6.5,0.18,0.33,8,0.051,16,131,0.9965,3.28,0.44,8.7,7
"6116","white",6.2,0.32,0.32,2.2,0.036,15,70,0.9899,3.16,0.48,12.7,6
"2566","white",6.5,0.34,0.28,1.8,0.041,43,188,0.9928,3.13,0.37,9.6,6
"4640","white",6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,5
"5858","white",5.8,0.3,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,6
"847","red",6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5
"6334","white",5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.6333333333333,6
"2343","white",5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,5
"4256","white",7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,4
"6118","white",9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6
"5666","white",7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6
"4182","white",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
"3924","white",6.9,0.3,0.21,7.2,0.045,54,190,0.99595,3.22,0.48,9.4,5
"740","red",9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,5
"1165","red",9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5
"5586","white",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6
"3019","white",7.6,0.14,0.74,1.6,0.04,27,103,0.9916,3.07,0.4,10.8,7
"1551","red",7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,5
"1431","red",7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,5
"5416","white",6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,5
"5954","white",6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,6
"4307","white",6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5
"1805","white",6.4,0.21,0.5,11.6,0.042,45,153,0.9972,3.15,0.43,8.8,5
"911","red",9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6
"2986","white",5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7
"6198","white",6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6
"2652","white",7.6,0.29,0.42,1.3,0.035,18,86,0.9908,2.99,0.39,11.3,5
"5035","white",6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3,6
"508","red",11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,6
"5300","white",7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,5
"4046","white",6.6,0.32,0.33,2.5,0.052,40,210,0.99316,3.15,0.6,10,5
"5855","white",6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5
"1308","red",6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,4
"6137","white",8.3,0.18,0.37,1.2,0.049,6,94,0.9937,3.18,0.52,10.1,5
"5401","white",8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6
"1456","red",6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,6
"4958","white",6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6
"3502","white",8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,6
"2798","white",7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6
"314","red",8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,5
"3753","white",7.5,0.18,0.39,1.9,0.054,23,91,0.9941,3.27,0.45,10.3,6
"6042","white",6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,5
"3517","white",7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6
"2062","white",5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,5
"2661","white",7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4,5
"1301","red",5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,6
"5700","white",6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6
"5896","white",6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6
"6283","white",6.5,0.33,0.32,1,0.041,39,120,0.99004,3.06,0.37,12.2,6
"2439","white",7.5,0.34,0.35,6,0.034,12,126,0.9924,3.16,0.39,12,7
"4405","white",7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,6
"2789","white",7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6,5
"3140","white",7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6
"5027","white",5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,6
"5477","white",7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,5
"4570","white",8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5
"4611","white",6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,6
"5090","white",7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7
"3853","white",6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,5
"2696","white",6.5,0.28,0.26,8.8,0.04,44,139,0.9956,3.32,0.37,10.2,6
"2839","white",10.3,0.25,0.48,2.2,0.042,28,164,0.998,3.19,0.59,9.7,5
"4460","white",7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,6
"4094","white",7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,4
"2434","white",7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,6
"5448","white",7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6
"2890","white",8.4,0.16,0.33,1.5,0.033,16,98,0.994,3.14,0.42,9.7,6
"5434","white",6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5
"5851","white",7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,6
"3671","white",6.5,0.19,0.26,5.2,0.04,31,140,0.995,3.26,0.68,9.5,6
"3453","white",8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3,5
"2737","white",6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,8
"5863","white",7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,6
"4761","white",6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5
"617","red",9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5
"1837","white",6.8,0.52,0.32,13.2,0.044,54,221,0.9972,3.27,0.5,9.6,6
"1385","red",7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,5
"6305","white",5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6
"1721","white",7.8,0.24,0.32,12.2,0.054,42,138,0.9984,3.01,0.54,8.8,5
"5373","white",5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,5
"3330","white",9.2,0.23,0.3,1.1,0.031,40,99,0.9929,2.94,0.3,10.4,6
"3224","white",9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,7
"2061","white",7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,5
"4364","white",7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6
"4296","white",6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,6
"1827","white",7.1,0.25,0.32,10.3,0.041,66,272,0.9969,3.17,0.52,9.1,6
"2420","white",6.6,0.36,0.29,1.6,0.021,24,85,0.98965,3.41,0.61,12.4,9
"4704","white",7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,5
"6469","white",6.6,0.24,0.33,10.1,0.032,8,81,0.99626,3.19,0.51,9.8,6
"4760","white",6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,6
"2055","white",6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
"1466","red",6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,5
"3343","white",8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6
"5311","white",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
"3777","white",6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9,7
"4347","white",7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6
"962","red",7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,5
"1931","white",6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,5
"2139","white",6.8,0.25,0.24,4.55,0.053,41,211,0.9955,3.37,0.67,9.5,6
"3917","white",7.5,0.24,0.62,10.6,0.045,51,153,0.99779,3.16,0.44,8.8,5
"3525","white",6.3,0.2,0.58,1.4,0.204,15,97,0.9931,3.16,0.43,10,6
"1786","white",6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9,6
"3260","white",6.6,0.27,0.49,7.8,0.049,62,217,0.9959,3.17,0.45,9.4,6
"5146","white",6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6
"3320","white",7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,7
"2519","white",8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2,7
"1355","red",7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,5
"4381","white",7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7,6
"302","red",11.1,0.18,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,6
"1756","white",7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6
"232","red",8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,6
"108","red",6.2,0.63,0.31,1.7,0.088,15,64,0.9969,3.46,0.79,9.3,5
"6407","white",6,0.17,0.3,7.3,0.039,39,104,0.99252,2.91,0.57,11,6
"3601","white",6.7,0.31,0.08,1.3,0.038,58,147,0.9922,3.18,0.46,10,5
"234","red",6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5
"2873","white",8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5
"3994","white",6.3,0.695,0.55,12.9,0.056,58,252,0.99806,3.29,0.49,8.7,5
"1531","red",6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,6
"716","red",7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,6
"437","red",8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,6
"3965","white",7.6,0.32,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8,5
"3059","white",7.9,0.11,0.49,4.5,0.048,27,133,0.9946,3.24,0.42,10.6,6
"5456","white",5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6
"4250","white",7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,5
"1442","red",7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.56666666666667,6
"1256","red",6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,5
"2669","white",6.9,0.2,0.36,1.5,0.031,38,147,0.9931,3.35,0.56,11,6
"2433","white",6.9,0.25,0.34,1.3,0.035,27,82,0.99045,3.18,0.44,12.2,6
"6385","white",6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,7
"2171","white",6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7
"1746","white",5.6,0.16,0.27,1.4,0.044,53,168,0.9918,3.28,0.37,10.1,6
"4758","white",7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,7
"4203","white",6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7
"2187","white",6.1,0.32,0.25,1.7,0.034,37,136,0.992,3.47,0.5,10.8,7
"3310","white",8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,5
"710","red",9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,6
"896","red",7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6
"906","red",9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,5
"4031","white",6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,5
"2814","white",9.7,0.24,0.45,1.2,0.033,11,59,0.9926,2.74,0.47,10.8,6
"1691","white",6.1,0.27,0.43,7.5,0.049,65,243,0.9957,3.12,0.47,9,5
"4765","white",6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,6
"4681","white",6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5
"898","red",7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6
"1012","red",8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6
"2640","white",8.2,0.68,0.3,2.1,0.047,17,138,0.995,3.22,0.71,10.8,4
"3919","white",6.6,0.4,0.32,1.7,0.035,39,84,0.99096,3.59,0.48,12.7,7
"2327","white",7,0.21,0.34,8,0.057,19,101,0.9954,2.99,0.59,9.4,5
"4502","white",6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5
"507","red",10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,7
"16","red",8.9,0.62,0.19,3.9,0.17,51,148,0.9986,3.17,0.93,9.2,5
"5618","white",6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6
"6293","white",6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6
"1688","white",7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5
"6201","white",6.9,0.23,0.35,6.9,0.03,45,116,0.99244,2.8,0.54,11,6
"5884","white",6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
"3716","white",6.8,0.2,0.27,1.2,0.034,19,68,0.9902,3.14,0.37,11.7,4
"4693","white",7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7
"4445","white",6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9,7
"3462","white",7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,7
"2917","white",7,0.15,0.34,1.4,0.039,21,177,0.9927,3.32,0.62,10.8,5
"2930","white",8.3,0.21,0.41,2.2,0.05,24,108,0.994,2.85,0.45,9.5,5
"471","red",13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,5
"3694","white",6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5
"2715","white",7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8
"797","red",8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,5
"411","red",9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6
"4635","white",6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,7
"3198","white",6.3,0.24,0.74,1.4,0.172,24,108,0.9932,3.27,0.39,9.9,6
"2926","white",6.5,0.22,0.72,6.8,0.042,33,168,0.9958,3.12,0.36,9.2,6
"2534","white",6.2,0.28,0.43,13,0.039,64,233,0.99745,3.08,0.38,8.9,5
"1090","red",11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7
"5094","white",6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6
"3901","white",6.6,0.22,0.28,12.05,0.058,25,125,0.99856,3.45,0.45,9.4,5
"5215","white",7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6
"745","red",11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,5
"1637","white",7,0.33,0.32,1.2,0.053,38,138,0.9906,3.13,0.28,11.2,6
"3418","white",6,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3,6
"5365","white",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
"3484","white",6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,5
"791","red",7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,6
"875","red",10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7
"4235","white",8.2,0.32,0.26,2.1,0.062,26,87,0.98974,3.1,0.47,12.8,6
"2793","white",7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7
"3546","white",6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,6
"6171","white",5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,7
"5302","white",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
"714","red",8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5
"4812","white",6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8,5
"95","red",5,1.02,0.04,1.4,0.045,41,85,0.9938,3.75,0.48,10.5,4
"5919","white",6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,7
"3760","white",6,0.33,0.38,9.7,0.04,29,124,0.9954,3.47,0.48,11,6
"1345","red",11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,5
"4848","white",6.4,0.25,0.37,4.5,0.039,41,147,0.9921,3.18,0.4,11.1,7
"1359","red",7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,5
"5121","white",5.9,0.23,0.24,3.8,0.038,61,152,0.99139,3.31,0.5,11.3,7
"6371","white",6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
"419","red",11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,6
"4158","white",6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7
"2308","white",7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,6
"4804","white",6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,5
"4746","white",6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
"3098","white",7.7,0.27,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,6
"588","red",7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,5
